INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-20-033473,2020-06-07 05:02:00,2020-06-07 03:30:00,SEX CRIMES,SODOMY - 1ST DEGREE,11B,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1200 BLOCK DIXIE HWY                                        ,LOUISVILLE,40210,28735
80-20-033474,2020-06-07 05:00:00,2020-06-07 04:30:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 17TH ST / W BROADWAY                                      ,LOUISVILLE,40203,28736
80-20-033475,2020-06-07 05:51:00,2020-06-07 03:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,1ST DIVISION,112,OTHER / UNKNOWN                              ,1400 BLOCK W JEFFERSON ST                                   ,LOUISVILLE,40203,28737
80-20-033476,2020-06-07 06:16:00,2020-06-07 05:41:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,1ST DIVISION,134,HIGHWAY / ROAD / ALLEY                       ,I64E TO STORY AVE                                           ,LOUISVILLE,40206,28738
80-20-033477,2020-06-07 06:41:00,2020-06-07 00:00:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,3RD DIVISION,323,RESIDENCE / HOME                             ,10000 BLOCK MORGAN AVE                                      ,LOUISVILLE,40118,28739
80-20-033478,2020-06-07 06:51:00,2020-06-06 21:00:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1300 BLOCK S 23RD ST                                        ,LOUISVILLE,40210,28740
80-20-033479,2020-06-07 07:16:00,2020-06-07 05:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME                             ,2300 BLOCK GLEN EAGLE DR                                    ,LOUISVILLE,40222,28741
80-20-033539,2020-06-07 14:40:00,2020-06-07 14:40:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY                       ,CHEROKEE RD / SHERWOOD AVE                                  ,LOUISVILLE,40205,28742
80-20-033539,2020-06-07 14:40:00,2020-06-07 14:40:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN,35A,PART II,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY                       ,CHEROKEE RD / SHERWOOD AVE                                  ,LOUISVILLE,40205,28743
80-20-033179,2020-06-05 16:10:00,2020-06-05 16:00:00,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1500 BLOCK S 12TH ST                                        ,LOUISVILLE,40210,28744
80-20-033540,2020-06-07 14:44:00,2020-06-07 14:44:00,OTHER,OVERDOSE,999,,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,@CRITTENDEN DR N TO I65N                                    ,LOUISVILLE,40217,28745
80-20-033180,2020-06-05 16:33:00,2020-04-05 06:30:00,THEFT/LARCENY,THEFT BY DECEPTION-INCL COLD CHECKS U/$500,23H,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,2300 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217,28746
80-20-033181,2020-06-05 16:46:00,2020-05-31 17:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,9200 BLOCK NEW MAPLE RD                                     ,LOUISVILLE,40229,28747
80-20-033182,2020-06-05 16:47:00,2020-06-05 16:30:00,OTHER,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,999,,COMPLETED,2ND DIVISION,234,HIGHWAY / ROAD / ALLEY                       ,CATALPA ST / WILSON AVE                                     ,LOUISVILLE,40211,28748
80-20-033183,2020-06-05 16:49:00,2020-05-28 09:00:00,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,3400 BLOCK GLENDALE AVE                                     ,LOUISVILLE,40215,28749
80-20-033184,2020-06-05 16:48:00,2020-06-04 17:50:00,THEFT/LARCENY,THEFT OF MAIL MATTER,23H,PART I,COMPLETED,6TH DIVISION,625,OTHER / UNKNOWN                              ,2900 BLOCK KLONDIKE LN                                      ,LOUISVILLE,40218,28750
80-20-033184,2020-06-05 16:48:00,2020-06-04 17:50:00,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,6TH DIVISION,625,OTHER / UNKNOWN                              ,2900 BLOCK KLONDIKE LN                                      ,LOUISVILLE,40218,28751
80-20-033185,2020-06-05 16:32:00,2020-06-05 16:29:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,612,OTHER RESIDENCE (APARTMENT/CONDO)            ,3200 BLOCK E INDIAN TRL                                     ,LOUISVILLE,40213,28752
80-20-033186,2020-06-05 16:09:00,2020-06-05 10:50:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,1900 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40203,28753
80-20-033187,2020-06-05 17:23:00,2020-06-05 16:30:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,5500 BLOCK LAZY ACRES CT                                    ,LOUISVILLE,40258,28754
80-20-033192,2020-06-05 17:28:00,2020-06-05 08:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,3RD DIVISION,315,GOVERNMENT / PUBLIC BUILDING                 ,10300 BLOCK DIXIE HWY                                       ,LOUISVILLE,40272,28755
80-20-033193,2020-06-05 15:50:00,2020-06-05 15:40:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,3500 BLOCK CHAUNCEY AVE                                     ,LOUISVILLE,40211,28756
80-20-033193,2020-06-05 15:50:00,2020-06-05 15:40:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,3500 BLOCK CHAUNCEY AVE                                     ,LOUISVILLE,40211,28757
80-20-033193,2020-06-05 15:50:00,2020-06-05 15:40:00,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,3500 BLOCK CHAUNCEY AVE                                     ,LOUISVILLE,40211,28758
80-20-033194,2020-06-05 16:03:00,2020-06-05 16:00:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO)            ,3200 BLOCK UTAH AVE                                         ,LOUISVILLE,40215,28759
80-20-033195,2020-06-05 17:38:00,2020-06-05 04:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,4TH DIVISION,412,HIGHWAY / ROAD / ALLEY                       ,1000 BLOCK GOSS AVE                                         ,LOUISVILLE,40217,28760
80-20-033196,2020-06-05 17:42:00,2019-03-01 13:00:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,6TH DIVISION,611,RESIDENCE / HOME                             ,1200 BLOCK FARMDALE AVE                                     ,LOUISVILLE,40213,28761
80-20-033197,2020-06-05 17:08:00,2020-06-05 17:00:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,ATTEMPTED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,500 BLOCK SPANISH CT                                        ,LOUISVILLE,40214,28762
80-20-033199,2020-06-05 17:34:00,2020-06-05 17:34:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / HIKES LN                                     ,LOUISVILLE,40218,28763
80-20-033200,2020-06-05 17:54:00,2020-06-05 17:45:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,7TH DIVISION,711,RESIDENCE / HOME                             ,13700 BLOCK LAKE SPRING DR                                  ,LOUISVILLE,40299,28764
80-20-033202,2020-06-05 18:16:00,2020-06-05 17:56:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,4800 BLOCK MARYMAN RD                                       ,LOUISVILLE,40258,28765
80-20-033202,2020-06-05 18:16:00,2020-06-05 17:56:00,ASSAULT,CUSTODIAL INTERFERENCE-FELONY,100,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,4800 BLOCK MARYMAN RD                                       ,LOUISVILLE,40258,28766
80-20-033204,2020-06-05 18:47:00,2020-06-05 18:00:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,600 BLOCK N 29TH ST                                         ,LOUISVILLE,40212,28767
80-20-033203,2020-06-05 17:55:00,2020-06-05 17:55:00,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,2ND DIVISION,225,OTHER RESIDENCE (APARTMENT/CONDO)            ,1700 BLOCK PATTON CT                                        ,LOUISVILLE,40210,28768
80-20-500291,2020-06-05 16:48:00,2020-06-04 22:00:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,5300 BLOCK PARK RD                                          ,LOUISVILLE,40214,28769
80-20-033206,2020-06-05 18:15:00,2020-06-05 18:00:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,10700 BLOCK DEERING RD                                      ,LOUISVILLE,40272,28770
80-20-033207,2020-06-05 18:29:00,2020-03-24 00:01:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,8TH DIVISION,815,RESIDENCE / HOME                             ,1500 BLOCK CADET CT                                         ,LYNDON,40222,28771
80-20-033208,2020-06-05 18:30:00,2020-06-05 18:22:00,ASSAULT,WANTON ENDANGERMENT-2ND DEGREE,13C,PART II,COMPLETED,3RD DIVISION,331,HIGHWAY / ROAD / ALLEY                       ,GREENWOOD RD / SKY BLUE AVE                                 ,LOUISVILLE,40258,28772
80-20-033208,2020-06-05 18:30:00,2020-06-05 18:22:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,3RD DIVISION,331,CYBERSPACE                                   ,GREENWOOD RD / SKY BLUE AVE                                 ,LOUISVILLE,40258,28773
80-20-033209,2020-06-05 18:39:00,2020-05-06 12:00:00,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,8600 BLOCK FERNDALE RD                                      ,LOUISVILLE,40291,28774
80-20-033211,2020-06-05 18:49:00,2020-06-04 14:00:00,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,100 BLOCK FRANCIS AVE                                       ,LOUISVILLE,40214,28775
80-20-033541,2020-06-07 15:20:00,2020-05-04 06:23:00,FRAUD,FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD,26B,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,10800 BLOCK DORTON DR                                       ,LOUISVILLE,40272,28776
80-20-033542,2020-06-07 15:53:00,2020-06-06 21:00:00,THEFT/LARCENY,THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE MISD,23H,PART I,COMPLETED,4TH DIVISION,424,OTHER / UNKNOWN                              ,400 BLOCK WINKLER AVE                                       ,LOUISVILLE,40208,28777
80-20-033545,2020-06-07 15:59:00,2020-06-06 12:01:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,4900 BLOCK S 3RD ST                                         ,LOUISVILLE,40214,28778
80-20-033549,2020-06-07 16:34:00,2020-06-07 16:20:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,1ST DIVISION,123,OTHER RESIDENCE (APARTMENT/CONDO)            ,1100 BLOCK W JEFFERSON ST                                   ,LOUISVILLE,40203,28779
80-20-033550,2020-06-07 16:22:00,2020-06-07 16:00:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY                       ,GREENTREE LN / TORRINGTON RD                                ,LOUISVILLE,40272,28780
80-20-033551,2020-06-07 16:37:00,2020-04-03 14:30:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,600 BLOCK S PRESTON ST                                      ,LOUISVILLE,40202,28781
80-20-033552,2020-06-07 16:42:00,2020-06-06 06:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,1200 BLOCK LIPPS LN                                         ,LOUISVILLE,40219,28782
80-20-033554,2020-06-07 15:42:00,2020-06-06 22:30:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 9TH ST / W BROADWAY                                       ,LOUISVILLE,40203,28783
80-20-033555,2020-06-07 16:23:00,2020-06-07 16:23:00,OTHER,OVERDOSE,999,,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,E BROADWAY / S HANCOCK ST                                   ,LOUISVILLE,40202,28784
80-20-033556,2020-06-07 17:11:00,2020-06-07 16:40:00,THEFT/LARCENY,"TBUT OR DISP PURSE SNATCHING $500 OR > BUT < $10,000",23B,PART I,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,1700 BLOCK WILART DR                                        ,LOUISVILLE,40210,28785
80-20-033557,2020-06-07 17:13:00,2020-06-07 12:15:00,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,5500 BLOCK WILKE FARM AVE                                   ,LOUISVILLE,40216,28786
80-20-033558,2020-06-07 11:07:00,2020-06-07 10:50:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,E MUHAMMAD ALI BLVD / S PRESTON ST                          ,LOUISVILLE,40202,28787
80-20-033559,2020-06-07 16:56:00,2020-06-07 14:56:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / BRECKENRIDGE LN                              ,LOUISVILLE,40218,28788
80-20-033560,2020-06-07 17:36:00,2020-06-07 01:20:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,8TH DIVISION,824,HIGHWAY / ROAD / ALLEY                       ,400 BLOCK BLANKENBAKER PKY                                  ,DOUGLASS_HILLS,40243,28789
80-20-033561,2020-06-07 17:03:00,2020-06-07 17:03:00,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,4300 BLOCK LEES LN                                          ,LOUISVILLE,40216,28790
80-20-033562,2020-06-07 17:48:00,2020-06-07 17:40:00,OTHER,ANY NON CRIMINAL CHARGE NOT COVERED BY THESE CODES,90Z,PART II,COMPLETED,2ND DIVISION,223,PARKING LOT / GARAGE                         ,1600 BLOCK WILSON AVE                                       ,LOUISVILLE,40210,28791
80-20-033563,2020-06-07 17:22:00,2020-06-07 17:17:00,ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,13A,PART I,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,2500 BLOCK MAGAZINE ST                                      ,LOUISVILLE,40211,28792
80-20-033564,2020-06-07 18:06:00,2020-06-07 15:00:00,OTHER,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,999,,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,2300 BLOCK W MADISON ST                                     ,LOUISVILLE,40211,28793
80-20-033566,2020-06-07 17:30:00,2020-06-07 17:25:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,DIXIE HWY / WILSON AVE                                      ,LOUISVILLE,40210,28794
80-20-033566,2020-06-07 17:30:00,2020-06-07 17:25:00,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,DIXIE HWY / WILSON AVE                                      ,LOUISVILLE,40210,28795
80-20-033567,2020-06-07 17:28:00,2020-06-07 17:15:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,6TH DIVISION,612,HOTEL / MOTEL / ETC.                         ,4700 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,28796
80-20-033570,2020-06-07 19:15:00,2020-06-07 18:45:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,4TH DIVISION,423,CONVENIENCE STORE                            ,1100 BLOCK ALGONQUIN PKY                                    ,LOUISVILLE,40208,28797
80-20-033571,2020-06-07 17:45:00,2020-06-07 17:43:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,5300 BLOCK RANGELAND RD                                     ,LOUISVILLE,40219,28798
80-20-033574,2020-06-07 19:39:00,2020-06-07 12:30:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,4200 BLOCK SUMMERVIEW DR                                    ,LOUISVILLE,40272,28799
80-20-033573,2020-06-07 19:11:00,2020-06-07 15:00:00,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,600 BLOCK E BROADWAY                                        ,LOUISVILLE,40202,28800
80-20-033893,2020-06-09 07:50:00,2020-05-01 00:00:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1300 BLOCK CLARA AVE                                        ,LOUISVILLE,40215,28801
80-20-033731,2020-06-08 13:07:00,2020-06-07 12:07:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,12600 BLOCK CHARLES FARM CIR                                ,LOUISVILLE,40299,28802
80-20-033840,2020-06-08 22:07:00,2020-06-08 21:07:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,4700 BLOCK SOUTHERN PKY                                     ,LOUISVILLE,40214,28803
80-20-033677,2020-06-08 10:06:00,2020-06-08 09:15:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,3200 BLOCK ORCHARD MANOR CIR                                ,LOUISVILLE,40220,28804
80-20-033782,2020-06-08 17:11:00,2020-06-04 16:44:00,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO)            ,600 BLOCK BELLAMY CIR                                       ,LOUISVILLE,40208,28805
80-20-033629,2020-06-08 01:49:00,2020-06-08 01:21:00,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,5TH DIVISION,512,BAR / NIGHT CLUB                             ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204,28806
80-20-033575,2020-06-07 19:41:00,2020-06-07 18:50:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,5300 BLOCK PLANK DR                                         ,LOUISVILLE,40219,28807
80-20-033894,2020-06-09 07:54:00,2020-06-08 00:00:00,FRAUD,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY,250,PART II,COMPLETED,5TH DIVISION,513,BANK / SAVINGS & LOAN                        ,2400 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40205,28808
80-20-033896,2020-06-09 08:01:00,2020-06-09 01:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,9200 BLOCK MATILDA CT                                       ,LOUISVILLE,40229,28809
80-20-033897,2020-06-09 08:19:00,2020-06-08 20:00:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,500 BLOCK BERMUDA LN                                        ,LOUISVILLE,40213,28810
80-20-033898,2020-06-09 08:07:00,2020-06-08 22:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,3RD DIVISION,322,PARKING LOT / GARAGE                         ,5500 BLOCK HUNT CLUB LN                                     ,LOUISVILLE,40214,28811
80-20-033899,2020-06-09 08:31:00,2020-06-08 14:30:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,3RD DIVISION,316,COMMERCIAL / OFFICE BUILDING                 ,14600 BLOCK DIXIE HWY                                       ,LOUISVILLE,40272,28812
80-20-033899,2020-06-09 08:31:00,2020-06-08 14:30:00,OTHER,BIAS INVOLVED INCIDENT,90Z,PART II,COMPLETED,3RD DIVISION,316,COMMERCIAL / OFFICE BUILDING                 ,14600 BLOCK DIXIE HWY                                       ,LOUISVILLE,40272,28813
80-20-033900,2020-06-09 08:32:00,2020-06-08 00:00:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO)            ,6800 BLOCK CRAWFORD CROSSING PL                             ,LOUISVILLE,40258,28814
80-20-033901,2020-06-09 08:42:00,2020-06-08 23:16:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,3RD DIVISION,331,CONVENIENCE STORE                            ,4800 BLOCK CANE RUN RD                                      ,LOUISVILLE,40216,28815
80-20-032290,2020-06-01 20:55:00,2020-06-01 20:40:00,ASSAULT,ASSAULT - 1ST DEGREE,13A,PART I,COMPLETED,1ST DIVISION,112,SERVICE / GAS STATION                        ,1700 BLOCK W BROADWAY                                       ,LOUISVILLE,40203,28816
80-20-033902,2020-06-09 08:50:00,2020-06-06 00:00:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,10400 BLOCK HILLPARK DR                                     ,LOUISVILLE,40229,28817
80-20-033904,2020-06-09 08:53:00,2020-06-08 00:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,10400 BLOCK HILLPARK DR                                     ,LOUISVILLE,40229,28818
80-20-033903,2020-06-09 08:18:00,2020-06-08 17:00:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,1ST DIVISION,135,"SPECIALTY STORE (TV, FUR, ETC)               ",400 BLOCK E BROADWAY                                        ,LOUISVILLE,40202,28819
80-20-033905,2020-06-09 08:31:00,2020-06-09 08:31:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,5400 BLOCK SUNSET DR                                        ,LOUISVILLE,40219,28820
80-20-033906,2020-06-09 08:57:00,2020-04-25 00:00:00,OTHER,FINANCIAL CRIME/OUT OF JURISDICTION,999,,COMPLETED,METRO LOUISVILLE,METRO,OTHER / UNKNOWN                              ,COMMUNITY AT LARGE,LOUISVILLE,40056,28821
